id,CategoryKey,DisplayName,InternalName,BaseItem,Variant,QualityTier,PrimaryConsumer,Trade,Unit,MarketValue_cp,MaterialCost_cp,LaborCost_cp,Overhead_cp,EfficiencyFactor_MC,EfficiencyFactor_LC,WasteRecovery_pct,MC_eff,LC_eff,Duty,DutyPct,DutyFree,EffectiveTaxPct,TaxAmount_cp,NetProfit_cp,Regions,Tags,ImportReliant,ImportTier,ExportFriendly,SourcingNotes,Margin_pct,DisplayPrice,DisplayPrice_Tidy,SuggestedPrice_cp,SuggestedDisplayPrice,Perishable,Bulky,Fragile,ValueDense,CorridorFriendly,RegionalMult_InRegion,RegionalMult_OutOfRegion,Preview_InRegion_cp,Preview_OutOfRegion_cp,Preview_InRegion_Display,Preview_OutOfRegion_Display
197,Stationery,Crude Paper,Paper (quire of 25) (Crude),Paper (quire of 25),Crude,Common,Commoner,,quire,72,32.4,25.2,3.6,0.1,0.1,0.02,28.512,22.68,No,0,No,0.05,3.6,13.608,urban,,No,0,No,,0.189,72cp,72cp,72,72cp,No,No,No,No,No,1,1,72,72,72cp,72cp
198,Stationery,Standard Paper,Paper (quire of 25) (Standard),Paper (quire of 25),Standard,Common,Artisan,,quire,80,36,28,4,0.1,0.1,0.02,31.68,25.2,No,0,No,0.06,4.8,14.32,urban,,No,0,No,,0.179,80cp,80cp,80,80cp,No,No,No,No,No,1,1,80,80,80cp,80cp
199,Stationery,Fine Paper,Paper (quire of 25) (Fine),Paper (quire of 25),Fine,Fine,Artisan,,quire,108,48.6,37.8,5.4,0.1,0.1,0.02,42.768,34.02,No,0,No,0.08,8.64,17.172,urban,,No,0,No,,0.159,1si 8cp,1si 8cp,108,1si 8cp,No,No,No,No,No,1,1,108,108,1si 8cp,1si 8cp
200,Stationery,Masterwork Paper,Paper (quire of 25) (Masterwork),Paper (quire of 25),Masterwork,Luxury,Noble,,quire,199.244,64.8,50.4,7.2,0.1,0.1,0.02,57.024,45.36,No,0,No,0.35,69.735,19.925,urban,,No,0,No,,0.100003011,1si 99cp 2st 4ci,1si 99cp 2st,199,1si 99cp,No,No,No,No,No,1,1,199.244,199.244,1si 99cp 2st,1si 99cp 2st
201,Stationery,Crude Parchment,Parchment (sheet) (Crude),Parchment (sheet),Crude,Common,Commoner,,sheet,9,4.05,3.15,0.45,0.1,0.1,0.02,3.564,2.835,No,0,No,0.05,0.45,1.701,urban,,No,0,No,,0.189,9cp,9cp,9,9cp,No,No,No,No,No,1,1,9,9,9cp,9cp
202,Stationery,Standard Parchment,Parchment (sheet) (Standard),Parchment (sheet),Standard,Common,Artisan,,sheet,10,4.5,3.5,0.5,0.1,0.1,0.02,3.96,3.15,No,0,No,0.06,0.6,1.79,urban,,No,0,No,,0.179,10cp,10cp,10,10cp,No,No,No,No,No,1,1,10,10,10cp,10cp
203,Stationery,Fine Parchment,Parchment (sheet) (Fine),Parchment (sheet),Fine,Fine,Artisan,,sheet,13.5,6.075,4.725,0.675,0.1,0.1,0.02,5.346,4.252,No,0,No,0.08,1.08,2.147,urban,,No,0,No,,0.159037037,13cp 5st,13cp 5st,13.5,13cp 5st,No,No,No,No,No,1,1,13.5,13.5,13cp 5st,13cp 5st
204,Stationery,Masterwork Parchment,Parchment (sheet) (Masterwork),Parchment (sheet),Masterwork,Luxury,Noble,,sheet,24.905,8.1,6.3,0.9,0.1,0.1,0.02,7.128,5.67,No,0,No,0.35,8.717,2.49,urban,,No,0,No,,0.099979924,24cp 9st,24cp 9st,24.9,24cp 9st,No,No,No,No,No,1,1,24.905,24.905,24cp 9st,24cp 9st
205,Stationery,Crude Ink,Ink (bottle) (Crude),Ink (bottle),Crude,Common,Commoner,,bottle,54,24.3,18.9,2.7,0.1,0.1,0.02,21.384,17.01,No,0,No,0.05,2.7,10.206,urban,,No,0,No,,0.189,54cp,54cp,54,54cp,No,No,Yes,No,No,1,1.03,54,55.62,54cp,55cp 6st 2ci
206,Stationery,Standard Ink,Ink (bottle) (Standard),Ink (bottle),Standard,Common,Artisan,,bottle,60,27,21,3,0.1,0.1,0.02,23.76,18.9,No,0,No,0.06,3.6,10.74,urban,,No,0,No,,0.179,60cp,60cp,60,60cp,No,No,Yes,No,No,1,1.03,60,61.8,60cp,61cp 8st
207,Stationery,Fine Ink,Ink (bottle) (Fine),Ink (bottle),Fine,Fine,Artisan,,bottle,81,36.45,28.35,4.05,0.1,0.1,0.02,32.076,25.515,No,0,No,0.08,6.48,12.879,urban,,No,0,No,,0.159,81cp,81cp,81,81cp,No,No,Yes,No,No,1,1.03,81,83.43,81cp,83cp 4st 3ci
208,Stationery,Masterwork Ink,Ink (bottle) (Masterwork),Ink (bottle),Masterwork,Luxury,Noble,,bottle,149.433,48.6,37.8,5.4,0.1,0.1,0.02,42.768,34.02,No,0,No,0.35,52.302,14.943,urban,,No,0,No,,0.099997992,1si 49cp 4st 3ci,1si 49cp 4st,149,1si 49cp,No,No,Yes,No,No,1,1.03,149.433,153.916,1si 49cp 4st,1si 53cp 9st
209,BooksMaps,Common Bound Book,Bound book (common) (Common),Bound book (common),Common,Common,Artisan,,each,658.378,240,240,60,0.1,0.1,0.02,211.2,216,No,0,No,0.06,39.503,131.675,urban,,No,0,No,,0.199999089,6si 58cp 3st 8ci,6si 58cp 3st,658,6si 58cp,No,No,Yes,Yes,No,1,0.98,658.378,645.21,6si 58cp 3st,6si 45cp 2st
210,BooksMaps,Fine Bound Book,Bound book (common) (Fine),Bound book (common),Fine,Fine,Artisan,,each,1015,360,360,90,0.1,0.1,0.02,316.8,324,No,0,No,0.08,81.2,203,urban,,No,0,No,,0.2,10si 15cp,10si 15cp,1015,10si 15cp,No,No,Yes,Yes,No,1,0.98,1015,994.7,10si 15cp,9si 94cp 7st
211,BooksMaps,Illuminated Bound Book,Bound book (common) (Illuminated),Bound book (common),Illuminated,Luxury,Noble,,each,2381.867,528,528,132,0.1,0.1,0.02,464.64,475.2,No,0,No,0.35,833.653,476.374,urban,,No,0,No,,0.200000252,1g 3si 81cp 8st 7ci,1g 3si 81cp,2380,1g 3si 80cp,No,No,Yes,Yes,No,1,0.98,2381.867,2334.23,1g 3si 81cp,1g 3si 34cp
212,BooksMaps,Arcane Bound Book,Bound book (common) (Arcane),Bound book (common),Arcane,Arcane,Noble,,each,3654,720,720,180,0.1,0.1,0.02,633.6,648,No,0,No,0.4,1461.6,730.8,urban,,No,0,No,,0.2,1g 16si 54cp,1g 16si 54cp,3655,1g 16si 55cp,No,No,Yes,Yes,No,1,0.98,3654,3580.92,1g 16si 54cp,1g 15si 80cp
213,BooksMaps,"Common Map, Local","Map, local (Common)","Map, local",Common,Common,Artisan,,each,219.459,80,80,20,0.1,0.1,0.02,70.4,72,No,0,No,0.06,13.168,43.891,urban,,No,0,No,,0.199996355,2si 19cp 4st 6ci,2si 19cp 4st,219,2si 19cp,No,No,Yes,Yes,No,1,0.98,219.459,215.07,2si 19cp 4st,2si 15cp
214,BooksMaps,"Fine Map, Local","Map, local (Fine)","Map, local",Fine,Fine,Artisan,,each,338.333,120,120,30,0.1,0.1,0.02,105.6,108,No,0,No,0.08,27.067,67.666,urban,,No,0,No,,0.199998227,3si 38cp 3st 3ci,3si 38cp 3st,338,3si 38cp,No,No,Yes,Yes,No,1,0.98,338.333,331.566,3si 38cp 3st,3si 31cp 5st
215,BooksMaps,"Illuminated Map, Local","Map, local (Illuminated)","Map, local",Illuminated,Luxury,Noble,,each,793.956,176,176,44,0.1,0.1,0.02,154.88,158.4,No,0,No,0.35,277.885,158.791,urban,,No,0,No,,0.199999748,7si 93cp 9st 6ci,7si 93cp 9st,794,7si 94cp,No,No,Yes,Yes,No,1,0.98,793.956,778.077,7si 93cp 9st,7si 78cp
216,BooksMaps,"Arcane Map, Local","Map, local (Arcane)","Map, local",Arcane,Arcane,Noble,,each,1218,240,240,60,0.1,0.1,0.02,211.2,216,No,0,No,0.4,487.2,243.6,urban,,No,0,No,,0.2,12si 18cp,12si 18cp,1218,12si 18cp,No,No,Yes,Yes,No,1,0.98,1218,1193.64,12si 18cp,11si 93cp 6st
217,Furniture,"Common Stool, Wooden","Stool, wooden (Common)","Stool, wooden",Common,Common,Commoner,,each,85.5,40,28,8,0.1,0.1,0.02,35.2,25.2,No,0,No,0.05,4.275,12.825,urban,,No,0,No,,0.15,85cp 5st,85cp 5st,85.5,85cp 5st,No,Yes,No,No,No,0.99,1.04,84.645,88.92,84cp 6st 4ci,88cp 9st 2ci
218,Furniture,"Fine Stool, Wooden","Stool, wooden (Fine)","Stool, wooden",Fine,Fine,Artisan,,each,124.364,56,39.2,11.2,0.1,0.1,0.02,49.28,35.28,No,0,No,0.08,9.949,18.655,urban,,No,0,No,,0.150003216,1si 24cp 3st 6ci,1si 24cp 3st,124,1si 24cp,No,Yes,No,No,No,0.99,1.04,123.12,129.339,1si 23cp 1st,1si 29cp 3st
219,Furniture,"Masterwork Stool, Wooden","Stool, wooden (Masterwork)","Stool, wooden",Masterwork,Luxury,Noble,,each,259.92,76,53.2,15.2,0.1,0.1,0.02,66.88,47.88,No,0,No,0.35,90.972,38.988,urban,,No,0,No,,0.15,2si 59cp 9st 2ci,2si 59cp 9st,260,2si 60cp,No,Yes,No,No,No,0.99,1.04,257.321,270.317,2si 57cp 3st,2si 70cp 3st
220,Furniture,"Parade Stool, Wooden","Stool, wooden (Parade)","Stool, wooden",Parade,Arcane,Noble,,each,364.8,96,67.2,19.2,0.1,0.1,0.02,84.48,60.48,No,0,No,0.4,145.92,54.72,urban,,No,0,No,,0.15,3si 64cp 8st,3si 64cp 8st,365,3si 65cp,No,Yes,No,No,No,0.99,1.04,361.152,379.392,3si 61cp 1st,3si 79cp 3st
221,Furniture,"Common Table, Trestle","Table, trestle (Common)","Table, trestle",Common,Common,Commoner,,each,342,160,112,32,0.1,0.1,0.02,140.8,100.8,No,0,No,0.05,17.1,51.3,urban,,No,0,No,,0.15,3si 42cp,3si 42cp,342,3si 42cp,No,Yes,No,No,No,0.99,1.04,338.58,355.68,3si 38cp 5st,3si 55cp 6st
222,Furniture,"Fine Table, Trestle","Table, trestle (Fine)","Table, trestle",Fine,Fine,Artisan,,each,497.455,224,156.8,44.8,0.1,0.1,0.02,197.12,141.12,No,0,No,0.08,39.796,74.619,urban,,No,0,No,,0.150001508,4si 97cp 4st 6ci,4si 97cp 4st,497,4si 97cp,No,Yes,No,No,No,0.99,1.04,492.48,517.353,4si 92cp 4st,5si 17cp 3st
223,Furniture,"Masterwork Table, Trestle","Table, trestle (Masterwork)","Table, trestle",Masterwork,Luxury,Noble,,each,1039.68,304,212.8,60.8,0.1,0.1,0.02,267.52,191.52,No,0,No,0.35,363.888,155.952,urban,,No,0,No,,0.15,10si 39cp 6st 8ci,10si 39cp 6st,1040,10si 40cp,No,Yes,No,No,No,0.99,1.04,1029.283,1081.267,10si 29cp 2st,10si 81cp 2st
224,Furniture,"Parade Table, Trestle","Table, trestle (Parade)","Table, trestle",Parade,Arcane,Noble,,each,1459.2,384,268.8,76.8,0.1,0.1,0.02,337.92,241.92,No,0,No,0.4,583.68,218.88,urban,,No,0,No,,0.15,14si 59cp 2st,14si 59cp 2st,1459,14si 59cp,No,Yes,No,No,No,0.99,1.04,1444.608,1517.568,14si 44cp 6st,15si 17cp 5st
225,CeramicsGlass,Common Clay Mug,Clay mug (Common),Clay mug,Common,Common,Artisan,,each,8.01,3.6,2.8,0.64,0.1,0.1,0.02,3.168,2.52,No,0,No,0.06,0.481,1.201,urban,,No,0,No,,0.149937578,8cp 1ci,8cp 1ci,8,8cp,No,No,Yes,No,No,1,1.03,8.01,8.25,8cp 1ci,8cp 2st 5ci
226,CeramicsGlass,Fine Clay Mug,Clay mug (Fine),Clay mug,Fine,Fine,Artisan,,each,11.505,5.04,3.92,0.896,0.1,0.1,0.02,4.435,3.528,No,0,No,0.08,0.92,1.726,urban,,No,0,No,,0.15002173,11cp 5st,11cp 5st,11.5,11cp 5st,No,No,Yes,No,No,1,1.03,11.505,11.85,11cp 5st,11cp 8st 5ci
227,CeramicsGlass,Masterwork Clay Mug,Clay mug (Masterwork),Clay mug,Masterwork,Luxury,Noble,,each,24.046,6.84,5.32,1.216,0.1,0.1,0.02,6.019,4.788,No,0,No,0.35,8.416,3.607,urban,,No,0,No,,0.150004159,24cp 5ci,24cp 5ci,24,24cp,No,No,Yes,No,No,1,1.03,24.046,24.767,24cp 5ci,24cp 7st 7ci
228,CeramicsGlass,Exhibition Clay Mug,Clay mug (Exhibition),Clay mug,Exhibition,Arcane,Noble,,each,33.749,8.64,6.72,1.536,0.1,0.1,0.02,7.603,6.048,No,0,No,0.4,13.5,5.062,urban,,No,0,No,,0.149989629,33cp 7st 5ci,33cp 7st 5ci,33.7,33cp 7st,No,No,Yes,No,No,1,1.03,33.749,34.761,33cp 7st 5ci,34cp 7st 6ci
229,CeramicsGlass,Common Glass Bottle,Glass bottle (Common),Glass bottle,Common,Common,Artisan,,each,60.076,27,21,4.8,0.1,0.1,0.02,23.76,18.9,No,0,No,0.06,3.605,9.011,urban,,No,0,No,,0.149993342,60cp 8ci,60cp 8ci,60.1,60cp 1st,No,No,Yes,No,No,1,1.03,60.076,61.878,60cp 8ci,61cp 8st 8ci
230,CeramicsGlass,Fine Glass Bottle,Glass bottle (Fine),Glass bottle,Fine,Fine,Artisan,,each,86.291,37.8,29.4,6.72,0.1,0.1,0.02,33.264,26.46,No,0,No,0.08,6.903,12.944,urban,,No,0,No,,0.150004056,86cp 2st 9ci,86cp 2st 9ci,86.3,86cp 3st,No,No,Yes,No,No,1,1.03,86.291,88.88,86cp 2st 9ci,88cp 8st 8ci
231,CeramicsGlass,Masterwork Glass Bottle,Glass bottle (Masterwork),Glass bottle,Masterwork,Luxury,Noble,,each,180.348,51.3,39.9,9.12,0.1,0.1,0.02,45.144,35.91,No,0,No,0.35,63.122,27.052,urban,,No,0,No,,0.149998891,1si 80cp 3st 5ci,1si 80cp 3st,180,1si 80cp,No,No,Yes,No,No,1,1.03,180.348,185.758,1si 80cp 3st,1si 85cp 7st
232,CeramicsGlass,Exhibition Glass Bottle,Glass bottle (Exhibition),Glass bottle,Exhibition,Arcane,Noble,,each,253.12,64.8,50.4,11.52,0.1,0.1,0.02,57.024,45.36,No,0,No,0.4,101.248,37.968,urban,,No,0,No,,0.15,2si 53cp 1st 2ci,2si 53cp 1st,253,2si 53cp,No,No,Yes,No,No,1,1.03,253.12,260.714,2si 53cp 1st,2si 60cp 7st
233,Building,Common Brick,Brick (100) (Common),Brick (100),Common,Common,Artisan,,100,200,110,60,16,0.1,0.1,0.02,96.8,54,No,0,No,0.06,12,21.2,urban,,No,0,No,,0.106,2si,2si,200,2si,No,Yes,No,No,No,0.99,1.04,198,208,1si 98cp,2si 8cp
234,Building,Fine Brick,Brick (100) (Fine),Brick (100),Fine,Fine,Artisan,,100,244.098,132,72,19.2,0.1,0.1,0.02,116.16,64.8,No,0,No,0.08,19.528,24.41,urban,,No,0,No,,0.100000819,2si 44cp 1st,2si 44cp 1st,244,2si 44cp,No,Yes,No,No,No,0.99,1.04,241.657,253.862,2si 41cp 6st,2si 53cp 8st
235,Building,Reinforced Brick,Brick (100) (Reinforced),Brick (100),Reinforced,Luxury,Merchant,,100,333.6,165,90,24,0.1,0.1,0.02,145.2,81,No,0,No,0.15,50.04,33.36,urban,,No,0,No,,0.1,3si 33cp 6st,3si 33cp 6st,334,3si 34cp,No,Yes,No,No,No,0.99,1.04,330.264,346.944,3si 30cp 2st,3si 46cp 9st
236,Building,Elite Brick,Brick (100) (Elite),Brick (100),Elite,Arcane,Noble,,100,667.2,220,120,32,0.1,0.1,0.02,193.6,108,No,0,No,0.4,266.88,66.72,urban,,No,0,No,,0.1,6si 67cp 2st,6si 67cp 2st,667,6si 67cp,No,Yes,No,No,No,0.99,1.04,660.528,693.888,6si 60cp 5st,6si 93cp 8st
237,Building,Common Lumber,Lumber (beam) (Common),Lumber (beam),Common,Common,Artisan,,each,120,66,36,9.6,0.1,0.1,0.02,58.08,32.4,No,0,No,0.06,7.2,12.72,urban,,No,0,No,,0.106,1si 20cp,1si 20cp,120,1si 20cp,No,Yes,No,No,No,0.99,1.04,118.8,124.8,1si 18cp 8st,1si 24cp 8st
238,Building,Fine Lumber,Lumber (beam) (Fine),Lumber (beam),Fine,Fine,Artisan,,each,146.459,79.2,43.2,11.52,0.1,0.1,0.02,69.696,38.88,No,0,No,0.08,11.717,14.646,urban,,No,0,No,,0.100000683,1si 46cp 4st 6ci,1si 46cp 4st,146,1si 46cp,No,Yes,No,No,No,0.99,1.04,144.994,152.317,1si 44cp 9st,1si 52cp 3st
239,Building,Reinforced Lumber,Lumber (beam) (Reinforced),Lumber (beam),Reinforced,Luxury,Merchant,,each,200.16,99,54,14.4,0.1,0.1,0.02,87.12,48.6,No,0,No,0.15,30.024,20.016,urban,,No,0,No,,0.1,2si 1st 6ci,2si 1st,200,2si,No,Yes,No,No,No,0.99,1.04,198.158,208.166,1si 98cp 1st,2si 8cp 1st
240,Building,Elite Lumber,Lumber (beam) (Elite),Lumber (beam),Elite,Arcane,Noble,,each,400.32,132,72,19.2,0.1,0.1,0.02,116.16,64.8,No,0,No,0.4,160.128,40.032,urban,,No,0,No,,0.1,4si 3st 2ci,4si 3st,400,4si,No,Yes,No,No,No,0.99,1.04,396.317,416.333,3si 96cp 3st,4si 16cp 3st
241,Building,Common Stone Block,Stone block (Common),Stone block,Common,Common,Artisan,,each,160,88,48,12.8,0.1,0.1,0.02,77.44,43.2,No,0,No,0.06,9.6,16.96,urban,,No,0,No,,0.106,1si 60cp,1si 60cp,160,1si 60cp,No,Yes,No,No,No,0.99,1.04,158.4,166.4,1si 58cp 4st,1si 66cp 4st
242,Building,Fine Stone Block,Stone block (Fine),Stone block,Fine,Fine,Artisan,,each,195.278,105.6,57.6,15.36,0.1,0.1,0.02,92.928,51.84,No,0,No,0.08,15.622,19.528,urban,,No,0,No,,0.100001024,1si 95cp 2st 8ci,1si 95cp 2st,195,1si 95cp,No,Yes,No,No,No,0.99,1.04,193.325,203.089,1si 93cp 3st,2si 3cp
243,Building,Reinforced Stone Block,Stone block (Reinforced),Stone block,Reinforced,Luxury,Merchant,,each,266.88,132,72,19.2,0.1,0.1,0.02,116.16,64.8,No,0,No,0.15,40.032,26.688,urban,,No,0,No,,0.1,2si 66cp 8st 8ci,2si 66cp 8st,267,2si 67cp,No,Yes,No,No,No,0.99,1.04,264.211,277.555,2si 64cp 2st,2si 77cp 5st
244,Building,Elite Stone Block,Stone block (Elite),Stone block,Elite,Arcane,Noble,,each,533.76,176,96,25.6,0.1,0.1,0.02,154.88,86.4,No,0,No,0.4,213.504,53.376,urban,,No,0,No,,0.1,5si 33cp 7st 6ci,5si 33cp 7st,534,5si 34cp,No,Yes,No,No,No,0.99,1.04,528.422,555.11,5si 28cp 4st,5si 55cp 1st
245,Lighting,Common Candle,Candle (tallow) (Common),Candle (tallow),Common,Common,Artisan,,each,1,0.45,0.35,0.06,0.1,0.1,0.02,0.396,0.315,No,0,No,0.06,0.06,0.169,urban,,No,0,No,,0.169,1cp,1cp,1,1cp,No,No,Yes,No,No,1,1.03,1,1.03,1cp,1cp 3ci
246,Lighting,Fine Candle,Candle (tallow) (Fine),Candle (tallow),Fine,Fine,Artisan,,each,1.4,0.63,0.49,0.084,0.1,0.1,0.02,0.554,0.441,No,0,No,0.08,0.112,0.209,urban,,No,0,No,,0.149285714,1cp 4st,1cp 4st,1.4,1cp 4st,No,No,Yes,No,No,1,1.03,1.4,1.442,1cp 4st,1cp 4st 4ci
247,Lighting,Masterwork Candle,Candle (tallow) (Masterwork),Candle (tallow),Masterwork,Luxury,Noble,,each,2.764,0.855,0.665,0.114,0.1,0.1,0.02,0.752,0.599,No,0,No,0.35,0.967,0.332,urban,,No,0,No,,0.120115774,2cp 7st 6ci,2cp 7st 6ci,2.8,2cp 8st,No,No,Yes,No,No,1,1.03,2.764,2.847,2cp 7st 6ci,2cp 8st 5ci
248,Lighting,Arcane Candle,Candle (tallow) (Arcane),Candle (tallow),Arcane,Arcane,Noble,,each,4.015,1.125,0.875,0.15,0.1,0.1,0.02,0.99,0.787,No,0,No,0.4,1.606,0.482,urban,,No,0,No,,0.120049813,4cp 1ci,4cp 1ci,4,4cp,No,No,Yes,No,No,1,1.03,4.015,4.135,4cp 1ci,4cp 1st 3ci
249,Lighting,"Common Lantern, Hooded","Lantern, hooded (Common)","Lantern, hooded",Common,Common,Artisan,,each,200,90,70,12,0.1,0.1,0.02,79.2,63,No,0,No,0.06,12,33.8,urban,,No,0,No,,0.169,2si,2si,200,2si,No,No,Yes,No,No,1,1.03,200,206,2si,2si 6cp
250,Lighting,"Fine Lantern, Hooded","Lantern, hooded (Fine)","Lantern, hooded",Fine,Fine,Artisan,,each,280,126,98,16.8,0.1,0.1,0.02,110.88,88.2,No,0,No,0.08,22.4,41.72,urban,,No,0,No,,0.149,2si 80cp,2si 80cp,280,2si 80cp,No,No,Yes,No,No,1,1.03,280,288.4,2si 80cp,2si 88cp 4st
251,Lighting,"Masterwork Lantern, Hooded","Lantern, hooded (Masterwork)","Lantern, hooded",Masterwork,Luxury,Noble,,each,552.792,171,133,22.8,0.1,0.1,0.02,150.48,119.7,No,0,No,0.35,193.477,66.335,urban,,No,0,No,,0.119999928,5si 52cp 7st 9ci,5si 52cp 7st,553,5si 53cp,No,No,Yes,No,No,1,1.03,552.792,569.376,5si 52cp 7st,5si 69cp 3st
252,Lighting,"Arcane Lantern, Hooded","Lantern, hooded (Arcane)","Lantern, hooded",Arcane,Arcane,Noble,,each,803.125,225,175,30,0.1,0.1,0.02,198,157.5,No,0,No,0.4,321.25,96.375,urban,,No,0,No,,0.12,8si 3cp 1st 2ci,8si 3cp 1st,803,8si 3cp,No,No,Yes,No,No,1,1.03,803.125,827.219,8si 3cp 1st,8si 27cp 2st
253,Lighting,Common Oil,Oil (pint) (Common),Oil (pint),Common,Common,Artisan,,pint,12,5.4,4.2,0.72,0.1,0.1,0.02,4.752,3.78,No,0,No,0.06,0.72,2.028,urban,,No,0,No,,0.169,12cp,12cp,12,12cp,No,No,Yes,No,No,1,1.03,12,12.36,12cp,12cp 3st 6ci
254,Lighting,Fine Oil,Oil (pint) (Fine),Oil (pint),Fine,Fine,Artisan,,pint,16.8,7.56,5.88,1.008,0.1,0.1,0.02,6.653,5.292,No,0,No,0.08,1.344,2.503,urban,,No,0,No,,0.148988095,16cp 8st,16cp 8st,16.8,16cp 8st,No,No,Yes,No,No,1,1.03,16.8,17.304,16cp 8st,17cp 3st
255,Lighting,Masterwork Oil,Oil (pint) (Masterwork),Oil (pint),Masterwork,Luxury,Noble,,pint,33.168,10.26,7.98,1.368,0.1,0.1,0.02,9.029,7.182,No,0,No,0.35,11.609,3.98,urban,,No,0,No,,0.119995176,33cp 1st 7ci,33cp 1st 7ci,33.2,33cp 2st,No,No,Yes,No,No,1,1.03,33.168,34.163,33cp 1st 7ci,34cp 1st 6ci
256,Lighting,Arcane Oil,Oil (pint) (Arcane),Oil (pint),Arcane,Arcane,Noble,,pint,48.188,13.5,10.5,1.8,0.1,0.1,0.02,11.88,9.45,No,0,No,0.4,19.275,5.783,urban,,No,0,No,,0.120009131,48cp 1st 9ci,48cp 1st 9ci,48.2,48cp 2st,No,No,Yes,No,No,1,1.03,48.188,49.634,48cp 1st 9ci,49cp 6st 3ci
257,Instruments,Student Tin Whistle,Tin whistle (Student),Tin whistle,Student,Common,Commoner,,each,95.543,36,32,6.4,0.1,0.1,0.02,31.68,28.8,No,0,No,0.05,4.777,23.886,urban,,No,0,No,,0.250002617,95cp 5st 4ci,95cp 5st 4ci,95.5,95cp 5st,No,No,Yes,Yes,No,1,0.98,95.543,93.632,95cp 5st 4ci,93cp 6st 3ci
258,Instruments,Journeyman Tin Whistle,Tin whistle (Journeyman),Tin whistle,Journeyman,Fine,Artisan,,each,149.731,54,48,9.6,0.1,0.1,0.02,47.52,43.2,No,0,No,0.08,11.978,37.433,urban,,No,0,No,,0.25000167,1si 49cp 7st 3ci,1si 49cp 7st,150,1si 50cp,No,No,Yes,Yes,No,1,0.98,149.731,146.736,1si 49cp 7st,1si 46cp 7st
259,Instruments,Masterwork Tin Whistle,Tin whistle (Masterwork),Tin whistle,Masterwork,Luxury,Noble,,each,367.84,79.2,70.4,14.08,0.1,0.1,0.02,69.696,63.36,No,0,No,0.35,128.744,91.96,urban,,No,0,No,,0.25,3si 67cp 8st 4ci,3si 67cp 8st,368,3si 68cp,No,No,Yes,Yes,No,1,0.98,367.84,360.483,3si 67cp 8st,3si 60cp 4st
260,Instruments,Virtuoso Tin Whistle,Tin whistle (Virtuoso),Tin whistle,Virtuoso,Arcane,Noble,,each,573.257,108,96,19.2,0.1,0.1,0.02,95.04,86.4,No,0,No,0.4,229.303,143.314,urban,,No,0,No,,0.249999564,5si 73cp 2st 6ci,5si 73cp 2st,573,5si 73cp,No,No,Yes,Yes,No,1,0.98,573.257,561.792,5si 73cp 2st,5si 61cp 7st
261,Instruments,Student Lute,Lute (Student),Lute,Student,Common,Commoner,,each,1433.143,540,480,96,0.1,0.1,0.02,475.2,432,No,0,No,0.05,71.657,358.286,urban,,No,0,No,,0.250000174,14si 33cp 1st 4ci,14si 33cp 1st,1433,14si 33cp,No,No,Yes,Yes,No,1,0.98,1433.143,1404.48,14si 33cp 1st,14si 4cp 4st
262,Instruments,Journeyman Lute,Lute (Journeyman),Lute,Journeyman,Fine,Artisan,,each,2245.97,810,720,144,0.1,0.1,0.02,712.8,648,No,0,No,0.08,179.678,561.492,urban,,No,0,No,,0.249999777,1g 2si 45cp 9st 7ci,1g 2si 45cp,2245,1g 2si 45cp,No,No,Yes,Yes,No,1,0.98,2245.97,2201.051,1g 2si 45cp,1g 2si 1cp
263,Instruments,Masterwork Lute,Lute (Masterwork),Lute,Masterwork,Luxury,Noble,,each,5517.6,1188,1056,211.2,0.1,0.1,0.02,1045.44,950.4,No,0,No,0.35,1931.16,1379.4,urban,,No,0,No,,0.25,2g 15si 17cp 6st,2g 15si 17cp,5520,2g 15si 20cp,No,No,Yes,Yes,No,1,0.98,5517.6,5407.248,2g 15si 17cp,2g 14si 7cp
264,Instruments,Virtuoso Lute,Lute (Virtuoso),Lute,Virtuoso,Arcane,Noble,,each,8598.857,1620,1440,288,0.1,0.1,0.02,1425.6,1296,No,0,No,0.4,3439.543,2149.714,urban,,No,0,No,,0.249999971,4g 5si 98cp 8st 6ci,4g 5si 98cp,8600,4g 6si,No,No,Yes,Yes,No,1,0.98,8598.857,8426.88,4g 5si 98cp,4g 4si 26cp
265,Leisure,Common Dice Set,Dice set (bone) (Common),Dice set (bone),Common,Common,Commoner,,set,30,12,9,1.8,0.1,0.1,0.02,10.56,8.1,No,0,No,0.05,1.5,8.04,urban,,No,0,No,,0.268,30cp,30cp,30,30cp,No,No,No,No,No,1,1,30,30,30cp,30cp
266,Leisure,Fine Dice Set,Dice set (bone) (Fine),Dice set (bone),Fine,Fine,Artisan,,set,42,16.8,12.6,2.52,0.1,0.1,0.02,14.784,11.34,No,0,No,0.08,3.36,9.996,urban,,No,0,No,,0.238,42cp,42cp,42,42cp,No,No,No,No,No,1,1,42,42,42cp,42cp
267,Leisure,Luxury Dice Set,Dice set (bone) (Luxury),Dice set (bone),Luxury,Luxury,Noble,,set,90.933,24,18,3.6,0.1,0.1,0.02,21.12,16.2,No,0,No,0.35,31.827,18.186,urban,,No,0,No,,0.199993402,90cp 9st 3ci,90cp 9st 3ci,90.9,90cp 9st,No,No,No,No,No,1,1,90.933,90.933,90cp 9st 3ci,90cp 9st 3ci
